account_index,credit_risk_score,customer_age,income,velocity_6h
910876,186.0,10.0,0.2,3234.4976
910885,112.0,50.0,0.9,1496.7644
910888,127.0,20.0,0.8,2737.068
910890,188.0,40.0,0.2,4087.7703
910901,113.0,40.0,0.9,5642.205
910912,131.0,10.0,0.1,5543.7646
910949,186.0,30.0,0.7,6616.7344
910956,71.0,30.0,0.5,3027.7998
911033,93.0,30.0,0.4,5138.0117
911058,87.0,40.0,0.8,3915.882
911066,210.0,50.0,0.7,857.67334
911086,281.0,50.0,0.8,4215.722
911089,124.0,40.0,0.1,4138.0674
911122,160.0,30.0,0.7,5633.455
911150,103.0,10.0,0.9,2900.616
911167,194.0,20.0,0.7,2504.81
911180,289.0,30.0,0.8,1868.4253
911194,100.0,30.0,0.4,4123.978
911204,94.0,30.0,0.8,4521.408
911276,124.0,40.0,0.6,4110.8013
911277,108.0,20.0,0.9,4512.067
911301,123.0,30.0,0.9,873.9691
911305,74.0,30.0,0.1,2484.8447
911307,99.0,40.0,0.8,2837.6018
911310,104.0,30.0,0.9,4558.226
911317,177.0,50.0,0.7,4657.8374
911332,173.0,40.0,0.8,4247.608
911344,103.0,30.0,0.9,419.39395
911373,242.0,30.0,0.9,4390.027
911377,122.0,30.0,0.4,3710.8882
911382,92.0,40.0,0.8,3348.7473
911390,118.0,40.0,0.4,872.9379
911465,107.0,30.0,0.5,4976.5225
911487,273.0,20.0,0.1,711.01715
911521,119.0,40.0,0.9,4178.8486
911549,105.0,30.0,0.8,1781.5032
911550,57.0,20.0,0.1,1782.8733
911650,66.0,20.0,0.9,1589.0228
911720,94.0,30.0,0.8,3355.6409
911734,128.0,30.0,0.9,4319.4883
911746,115.0,40.0,0.7,6641.6455
911754,123.0,20.0,0.3,2278.448
911769,181.0,30.0,0.3,5840.2866
911777,175.0,40.0,0.1,3929.2532
911783,106.0,30.0,0.3,681.40015
911788,125.0,20.0,0.9,3379.584
911813,192.0,20.0,0.3,3136.9312
911816,108.0,50.0,0.9,4045.7053
911825,118.0,30.0,0.6,3490.4707
911840,139.0,50.0,0.9,3007.5837
911855,165.0,20.0,0.5,4289.399
911960,112.0,30.0,0.2,503.17892
911966,229.0,30.0,0.8,2075.3638
911975,129.0,40.0,0.9,1019.66956
911998,220.0,20.0,0.9,2453.409
911999,66.0,40.0,0.5,2333.9768
912006,167.0,30.0,0.7,6919.221
912013,101.0,20.0,0.1,4615.6333
912031,110.0,40.0,0.9,3314.3657
912097,125.0,40.0,0.9,2981.5098
912110,104.0,40.0,0.8,3590.96
912116,185.0,50.0,0.6,2827.3044
912146,200.0,40.0,0.9,4088.9014
912186,195.0,30.0,0.9,5198.6016
912217,222.0,40.0,0.9,3093.3376
912230,104.0,40.0,0.8,3129.1804
912231,77.0,20.0,0.8,2152.2654
912253,81.0,30.0,0.9,1647.2098
912268,93.0,40.0,0.7,2426.3916
912290,116.0,40.0,0.9,4002.6865
912314,178.0,30.0,0.9,2651.3857
912323,188.0,70.0,0.9,4617.2373
912375,208.0,40.0,0.6,2817.201
912379,112.0,30.0,0.8,5331.9414
912381,247.0,30.0,0.1,4233.895
912414,232.0,40.0,0.9,3296.909
912427,88.0,30.0,0.9,1988.8982
912433,187.0,20.0,0.8,3340.0234
912457,196.0,40.0,0.9,877.00146
912459,69.0,30.0,0.9,3253.2188
912472,238.0,30.0,0.9,3691.8042
912478,338.0,50.0,0.6,2404.0283
912483,94.0,30.0,0.9,3337.1646
912494,65.0,40.0,0.1,1303.637
912495,150.0,30.0,0.8,2045.6548
912549,147.0,30.0,0.7,3935.4878
912553,139.0,20.0,0.9,4379.6934
912554,98.0,50.0,0.7,396.58252
912579,178.0,20.0,0.3,12211.34
912609,60.0,30.0,0.1,4118.357
912627,267.0,40.0,0.8,5026.58
912636,90.0,20.0,0.9,6372.0693
912644,115.0,40.0,0.4,4171.139
912649,78.0,20.0,0.6,3968.3623
912657,116.0,20.0,0.7,4518.896
912679,106.0,20.0,0.6,2291.0308
912680,191.0,30.0,0.6,4626.006
912683,184.0,40.0,0.9,2302.219
912692,210.0,30.0,0.6,3936.088
912705,213.0,30.0,0.9,3709.4087
912710,244.0,30.0,0.2,3505.185
912721,91.0,40.0,0.3,4369.449
912746,96.0,40.0,0.1,7154.5923
912750,108.0,30.0,0.6,4249.0483
912753,193.0,30.0,0.9,4145.1855
912757,158.0,30.0,0.4,15425.157
912761,86.0,50.0,0.1,571.8229
912805,119.0,40.0,0.1,1573.0112
912813,277.0,50.0,0.6,1131.9194
912822,119.0,50.0,0.4,4619.691
912826,107.0,40.0,0.7,3384.951
912829,133.0,30.0,0.9,3428.596
912859,222.0,40.0,0.8,1399.3125
912898,165.0,20.0,0.3,3374.5518
912899,349.0,30.0,0.9,1666.3645
912918,84.0,40.0,0.1,5280.232
912927,151.0,50.0,0.4,6590.6206
912934,104.0,20.0,0.9,3439.0686
912992,143.0,30.0,0.8,7966.465
912997,101.0,20.0,0.1,4533.2075
912998,140.0,20.0,0.8,4402.7466
913043,126.0,20.0,0.7,1117.1647
913092,162.0,30.0,0.8,4043.798
913108,191.0,30.0,0.9,3054.4543
913126,227.0,40.0,0.9,758.1515
913138,202.0,40.0,0.1,2128.475
913164,81.0,20.0,0.6,2241.4607
913270,74.0,30.0,0.4,5026.8496
913271,112.0,50.0,0.3,2334.4465
913297,141.0,30.0,0.6,6411.199
913315,102.0,30.0,0.8,2726.2747
913337,196.0,20.0,0.4,1347.0281
913339,152.0,30.0,0.6,2274.7834
913348,205.0,60.0,0.9,6498.537
913350,134.0,20.0,0.9,3943.322
913369,108.0,30.0,0.4,885.4872
913391,182.0,60.0,0.3,3937.991
913392,133.0,40.0,0.2,4849.9697
913394,109.0,20.0,0.1,1214.5226
913430,73.0,30.0,0.9,2041.4891
913435,114.0,50.0,0.8,3721.2058
913453,200.0,50.0,0.9,2978.1282
913460,79.0,20.0,0.5,3653.908
913464,104.0,20.0,0.9,3431.9426
913506,119.0,30.0,0.8,1497.4384
913568,264.0,30.0,0.7,2622.1482
913580,194.0,40.0,0.5,4342.8647
913582,159.0,20.0,0.9,1634.6345
913602,217.0,50.0,0.9,4771.203
913618,98.0,40.0,0.1,3316.1392
913623,155.0,30.0,0.6,14563.428
913649,128.0,20.0,0.6,6045.559
913668,17.0,20.0,0.1,2256.9358
913672,46.0,20.0,0.4,7432.533
913677,239.0,30.0,0.9,1974.5907
913716,175.0,40.0,0.9,3864.6401
913747,119.0,50.0,0.9,2592.5676
913748,122.0,50.0,0.4,2122.5427
913753,113.0,40.0,0.9,2718.423
913755,211.0,60.0,0.1,1329.6512
913795,181.0,40.0,0.2,2757.7231
913796,122.0,20.0,0.9,2858.4363
913799,84.0,40.0,0.4,4578.94
913842,100.0,40.0,0.9,4178.918
913844,102.0,30.0,0.8,1830.0013
913846,109.0,40.0,0.9,5658.2866
913857,220.0,40.0,0.1,1947.1853
913861,128.0,30.0,0.8,6044.6997
913878,99.0,40.0,0.5,3437.699
913893,248.0,40.0,0.8,2934.1355
913894,101.0,10.0,0.4,3315.3445
913915,95.0,30.0,0.9,3733.9382
913933,143.0,40.0,0.9,5646.942
913945,134.0,50.0,0.8,3662.453
913954,83.0,40.0,0.8,15170.422
913966,140.0,40.0,0.8,3196.8079
913972,72.0,30.0,0.2,5202.7026
913998,111.0,40.0,0.8,3479.184
914002,115.0,20.0,0.1,4103.743
914007,164.0,30.0,0.4,3904.062
914014,88.0,50.0,0.9,4026.1055
914027,126.0,30.0,0.9,3416.9863
914036,237.0,40.0,0.9,2703.2092
914045,110.0,40.0,0.4,2381.824
914067,174.0,50.0,0.9,1106.9637
914092,220.0,40.0,0.9,2851.2842
914097,121.0,20.0,0.7,6189.524
914118,114.0,30.0,0.9,1744.6108
914134,79.0,40.0,0.7,6410.1274
914149,154.0,30.0,0.3,1467.2877
914155,129.0,40.0,0.1,5361.354
914156,178.0,30.0,0.9,2928.815
914160,115.0,20.0,0.4,2680.9292
914164,179.0,30.0,0.9,2027.2626
914197,244.0,20.0,0.9,2841.9714
914202,163.0,30.0,0.6,11836.537
914223,177.0,20.0,0.2,3007.8772
914242,241.0,40.0,0.2,1563.8158
914245,206.0,20.0,0.9,4921.214
914254,77.0,30.0,0.3,5211.6235
914270,265.0,50.0,0.2,4952.7324
914282,115.0,30.0,0.7,3888.287
914284,127.0,50.0,0.9,373.0015
914287,114.0,30.0,0.7,3675.1477
914305,325.0,40.0,0.9,5161.2217
914327,134.0,50.0,0.4,8731.24
914368,270.0,40.0,0.1,4579.1895
914370,102.0,30.0,0.9,4023.5583
914394,62.0,30.0,0.6,2739.2761
914457,79.0,40.0,0.9,3008.5857
914495,115.0,30.0,0.8,1946.025
914496,134.0,20.0,0.7,2605.8228
914524,110.0,10.0,0.1,2595.6768
914528,144.0,20.0,0.3,1864.8351
914552,106.0,30.0,0.5,4562.7275
914554,101.0,40.0,0.9,2789.8123
914585,111.0,40.0,0.9,6445.977
914592,259.0,30.0,0.9,3826.8328
914600,129.0,40.0,0.1,3409.6743
914640,81.0,30.0,0.7,4048.1758
914651,288.0,40.0,0.9,930.6984
914678,-75.0,20.0,0.7,7720.342
914681,83.0,80.0,0.1,5646.4277
914700,99.0,40.0,0.5,3262.7922
914747,105.0,30.0,0.9,3149.8323
914783,184.0,40.0,0.7,3890.8757
914815,87.0,40.0,0.3,3740.9436
914819,162.0,60.0,0.9,3199.0823
914861,129.0,30.0,0.4,2018.7037
914870,126.0,40.0,0.8,4964.204
914881,344.0,30.0,0.9,4771.651
914900,72.0,30.0,0.9,3405.3623
914923,196.0,30.0,0.7,3049.8542
914938,138.0,20.0,0.4,2722.9724
914948,86.0,20.0,0.5,7655.871
914951,120.0,40.0,0.1,1782.3082
915002,182.0,40.0,0.1,1037.4606
915016,164.0,30.0,0.7,6566.227
915020,58.0,40.0,0.7,3873.977
915021,245.0,40.0,0.8,4725.263
915031,95.0,50.0,0.3,4111.62
915041,103.0,20.0,0.4,1590.5638
915078,97.0,40.0,0.8,6578.4478
915142,52.0,20.0,0.7,4585.327
915143,151.0,20.0,0.8,3092.272
915147,93.0,40.0,0.4,13787.892
915166,164.0,20.0,0.8,1161.8228
915177,128.0,50.0,0.4,3416.5093
915182,140.0,30.0,0.4,1160.1532
915210,119.0,30.0,0.5,5416.0884
915215,178.0,20.0,0.6,3384.9133
915219,119.0,40.0,0.1,5009.912
915242,180.0,60.0,0.8,1542.4073
915258,170.0,40.0,0.9,4574.743
915274,95.0,30.0,0.8,5121.8984
915275,171.0,30.0,0.9,2933.3745
915282,123.0,30.0,0.9,5213.431
915369,265.0,40.0,0.6,5859.8574
915370,162.0,40.0,0.9,2966.9001
915411,117.0,40.0,0.1,4121.5605
915417,149.0,60.0,0.6,1410.1163
915427,132.0,30.0,0.2,3078.829
915430,191.0,30.0,0.9,899.7386
915454,260.0,30.0,0.8,4087.333
915472,128.0,40.0,0.7,4301.474
915519,187.0,30.0,0.6,1005.31146
915541,199.0,30.0,0.9,886.4616
915545,72.0,20.0,0.7,4509.2876
915573,51.0,20.0,0.1,2268.0864
915583,207.0,30.0,0.8,3283.8206
915602,172.0,40.0,0.5,1821.6381
915619,158.0,60.0,0.9,1947.6455
915630,109.0,30.0,0.7,3442.7148
915646,246.0,30.0,0.9,2057.6975
915652,108.0,30.0,0.3,4770.368
915662,326.0,20.0,0.7,4295.288
915689,123.0,40.0,0.7,1671.3784
915767,57.0,30.0,0.8,5190.712
915838,129.0,40.0,0.9,3243.5352
915846,96.0,20.0,0.8,3050.543
915859,217.0,40.0,0.9,1961.9904
915876,133.0,40.0,0.9,4138.219
915883,133.0,20.0,0.6,952.8827
915893,260.0,40.0,0.8,4183.7964
915897,150.0,40.0,0.6,3011.992
915937,174.0,30.0,0.9,4749.0454
915942,161.0,30.0,0.1,5880.2446
915953,220.0,40.0,0.9,2173.6106
915955,174.0,20.0,0.9,2854.1892
915959,116.0,40.0,0.8,1757.2765
915999,125.0,20.0,0.8,4654.4854
916020,112.0,30.0,0.2,5592.3447
916022,193.0,40.0,0.4,847.1091
916080,216.0,30.0,0.6,2292.0913
916108,234.0,30.0,0.9,1073.4313
916127,109.0,30.0,0.9,4595.4136
916166,87.0,40.0,0.7,6065.3325
916168,117.0,20.0,0.5,2962.351
916180,238.0,30.0,0.7,949.7764
916182,106.0,40.0,0.4,2595.5295
916204,106.0,30.0,0.9,4463.641
916262,76.0,40.0,0.9,3653.8623
916291,139.0,30.0,0.7,4171.7188
916335,105.0,20.0,0.5,1554.8153
916365,107.0,30.0,0.6,4077.941
916366,109.0,30.0,0.1,2101.8699
916376,89.0,40.0,0.2,3593.9695
916408,213.0,30.0,0.8,4532.3843
916459,160.0,60.0,0.1,6231.323
916477,119.0,20.0,0.7,1573.2795
916500,232.0,20.0,0.6,2695.8877
916512,83.0,50.0,0.9,4619.7793
916535,133.0,50.0,0.9,1617.8888
916557,41.0,30.0,0.9,3148.9329
916580,160.0,40.0,0.9,1001.7255
916606,115.0,20.0,0.1,10417.014
916608,101.0,30.0,0.8,4426.267
916634,157.0,60.0,0.9,2648.0916
916653,104.0,20.0,0.8,1933.6685
916679,177.0,30.0,0.8,2766.029
916683,95.0,30.0,0.2,4507.6836
916707,140.0,20.0,0.6,3709.6072
916717,113.0,30.0,0.7,4731.6157
916720,263.0,20.0,0.8,3736.786
916795,81.0,20.0,0.9,546.3513
916805,104.0,30.0,0.9,2846.3774
916812,109.0,20.0,0.7,2403.3481
916819,210.0,30.0,0.7,2658.7017
916883,112.0,40.0,0.9,4034.8772
916897,142.0,40.0,0.7,3540.391
916958,127.0,10.0,0.6,2170.1387
916969,92.0,50.0,0.2,3361.2207
916975,136.0,20.0,0.8,5754.245
916980,118.0,30.0,0.6,4595.8213
917006,142.0,30.0,0.9,1374.5376
917007,234.0,40.0,0.9,1396.9813
917054,101.0,20.0,0.7,2911.2937
917056,151.0,30.0,0.7,5562.347
917076,266.0,20.0,0.6,2984.8052
917082,86.0,30.0,0.6,5366.976
917095,114.0,40.0,0.6,6449.704
917099,85.0,50.0,0.9,3598.7327
917106,190.0,20.0,0.1,4254.7637
917117,109.0,40.0,0.9,12204.643
917127,82.0,50.0,0.8,1961.7363
917186,214.0,40.0,0.9,3514.0127
917198,343.0,40.0,0.4,1003.25195
917209,128.0,30.0,0.1,5076.305
917210,117.0,60.0,0.9,1266.608
917248,122.0,30.0,0.6,3092.8335
917266,240.0,40.0,0.8,3755.852
917324,169.0,30.0,0.9,1444.0295
917352,182.0,20.0,0.4,2869.9146
917383,97.0,60.0,0.1,3029.306
917399,165.0,50.0,0.8,1271.3208
917445,207.0,40.0,0.9,3902.035
917466,205.0,30.0,0.4,4625.1226
917548,128.0,20.0,0.3,2500.069
917556,75.0,30.0,0.9,4298.279
917601,97.0,20.0,0.7,3600.5825
917608,166.0,50.0,0.8,2917.0117
917610,110.0,20.0,0.1,5105.816
917694,129.0,40.0,0.9,2756.6963
917718,178.0,30.0,0.5,4599.485
917762,78.0,20.0,0.6,3040.26
917772,87.0,50.0,0.9,1285.3179
917821,194.0,20.0,0.2,3627.4856
917826,204.0,10.0,0.1,4588.007
917849,126.0,30.0,0.3,938.81055
917902,314.0,30.0,0.9,4275.7583
917910,40.0,30.0,0.5,1991.5834
917913,139.0,40.0,0.9,2758.593
917915,184.0,30.0,0.5,3178.0923
917966,78.0,40.0,0.8,1619.3668
917993,124.0,40.0,0.8,2428.48
917999,132.0,20.0,0.7,5992.3896
918026,122.0,30.0,0.2,2833.5793
918052,82.0,30.0,0.4,2671.8489
918058,239.0,40.0,0.9,3832.0823
918084,184.0,30.0,0.8,1190.2014
918100,106.0,30.0,0.9,4139.2124
918125,147.0,50.0,0.9,858.2059
918164,293.0,30.0,0.6,3040.568
918183,149.0,20.0,0.8,7191.389
918221,163.0,30.0,0.5,1083.0282
918239,124.0,40.0,0.9,3297.0403
918242,132.0,20.0,0.6,3269.6504
918255,164.0,40.0,0.9,1620.0822
918273,82.0,30.0,0.3,3874.677
918277,99.0,40.0,0.6,3232.0713
918326,83.0,40.0,0.9,3259.3738
918349,159.0,30.0,0.6,4225.19
918372,188.0,40.0,0.9,6934.1494
918385,81.0,20.0,0.2,4810.2456
918411,94.0,40.0,0.3,2073.1494
918440,90.0,30.0,0.6,3220.1746
918446,256.0,40.0,0.1,1775.8682
918485,187.0,30.0,0.8,1333.1406
918492,150.0,20.0,0.1,4812.5547
918551,172.0,40.0,0.7,5092.8647
918564,29.0,50.0,0.2,5059.574
918576,130.0,40.0,0.6,2236.4402
918580,165.0,30.0,0.7,4775.948
918590,272.0,30.0,0.8,4168.9795
918625,141.0,40.0,0.8,3763.2039
918635,107.0,20.0,0.1,4705.59
918730,78.0,20.0,0.1,4091.3716
918741,125.0,30.0,0.9,1875.2357
918760,164.0,40.0,0.9,4042.8958
918795,98.0,30.0,0.4,2856.0261
918802,79.0,30.0,0.7,4959.3467
918836,305.0,20.0,0.6,597.57983
918843,124.0,40.0,0.9,5588.2095
918860,102.0,20.0,0.7,2877.8718
918861,115.0,20.0,0.1,4361.888
918891,53.0,10.0,0.1,4285.2134
918894,141.0,30.0,0.1,4319.2563
918935,153.0,30.0,0.2,3857.1826
918946,149.0,40.0,0.9,5508.521
918987,125.0,30.0,0.7,2533.2507
919004,77.0,20.0,0.1,2400.0479
919018,135.0,20.0,0.7,1623.9813
919064,247.0,40.0,0.4,3600.6687
919088,292.0,30.0,0.9,2176.8518
919160,288.0,20.0,0.1,4560.905
919162,129.0,60.0,0.6,3371.3452
919198,216.0,30.0,0.1,2946.3628
919263,60.0,40.0,0.9,4316.3965
919290,64.0,30.0,0.9,3588.8613
919317,43.0,50.0,0.6,1798.177
919321,184.0,40.0,0.9,1801.7196
919340,175.0,20.0,0.9,1136.0997
919381,113.0,30.0,0.7,4174.41
919432,232.0,50.0,0.1,947.0276
919450,155.0,40.0,0.9,5001.8555
919471,78.0,20.0,0.4,7671.5483
919481,110.0,30.0,0.9,3562.089
919502,111.0,40.0,0.9,1554.216
919508,190.0,30.0,0.9,3782.7622
919537,279.0,40.0,0.9,2281.9404
919572,206.0,30.0,0.9,2773.5525
919584,107.0,30.0,0.8,3133.6675
919619,127.0,40.0,0.8,914.16766
919625,112.0,30.0,0.4,5599.005
919655,277.0,30.0,0.6,1969.3402
919659,105.0,20.0,0.4,2809.7126
919673,160.0,30.0,0.2,6595.457
919677,128.0,40.0,0.9,4841.1333
919700,178.0,50.0,0.1,1245.2517
919720,141.0,40.0,0.9,2572.8857
919753,116.0,30.0,0.8,2647.3586
919758,59.0,30.0,0.3,3386.7595
919764,171.0,20.0,0.7,6409.2915
919792,134.0,40.0,0.9,5776.7026
919802,111.0,50.0,0.4,2956.2236
919819,31.0,20.0,0.7,1415.1603
919839,103.0,40.0,0.8,4165.96
919842,137.0,20.0,0.8,4304.804
919853,110.0,40.0,0.1,3422.9016
919858,168.0,40.0,0.1,3084.396
919864,110.0,20.0,0.6,4942.9976
919869,150.0,40.0,0.5,3182.3823
919882,210.0,30.0,0.9,3770.9026
919886,149.0,40.0,0.9,4111.0093
919925,62.0,20.0,0.9,4377.6226
919930,167.0,50.0,0.8,2628.3425
919957,79.0,20.0,0.5,1447.0043
919969,244.0,50.0,0.9,1261.367
919975,122.0,30.0,0.1,6820.7163
919984,238.0,20.0,0.4,6817.6943
919990,119.0,40.0,0.5,2450.207
920058,119.0,20.0,0.1,3293.1108
920068,255.0,30.0,0.3,1679.5305
920085,114.0,40.0,0.8,2063.5505
920119,212.0,10.0,0.1,2029.8926
920125,120.0,40.0,0.9,3934.355
920137,109.0,40.0,0.8,3116.317
920166,97.0,20.0,0.9,4391.062
920173,116.0,20.0,0.9,2573.0774
920243,120.0,40.0,0.9,6485.618
920276,132.0,30.0,0.7,1327.9637
920305,216.0,20.0,0.8,3194.3064
920364,80.0,60.0,0.6,2397.459
920409,121.0,20.0,0.9,4670.3135
920416,83.0,40.0,0.8,2563.7996
920425,132.0,50.0,0.7,3353.2148
920434,115.0,40.0,0.6,2649.6682
920444,157.0,50.0,0.7,5149.654
920447,115.0,40.0,0.6,3022.4468
920448,201.0,50.0,0.7,4425.308
920479,155.0,40.0,0.6,2416.4258
920520,117.0,50.0,0.4,1727.8533
920570,133.0,40.0,0.1,1291.9874
920598,199.0,30.0,0.2,6664.31
920606,55.0,30.0,0.9,2892.6
920609,130.0,30.0,0.6,4373.8784
920622,340.0,60.0,0.9,4115.998
920623,123.0,40.0,0.9,3458.4617
920655,94.0,40.0,0.7,3818.6885
920665,111.0,50.0,0.4,2714.1685
920676,172.0,10.0,0.1,12001.509
920716,233.0,40.0,0.9,3340.6118
920723,129.0,40.0,0.2,3116.1582
920732,228.0,20.0,0.3,4470.0464
920752,113.0,40.0,0.9,3082.3494
920778,114.0,20.0,0.8,4791.553
920872,159.0,30.0,0.8,3742.6877
920881,119.0,40.0,0.4,2306.8901
920886,120.0,20.0,0.6,3827.4778
920897,88.0,30.0,0.7,3088.6448
920926,100.0,40.0,0.9,3173.686
920961,257.0,40.0,0.9,2196.6328
920963,172.0,10.0,0.1,2388.6292
920981,82.0,30.0,0.6,1384.7205
921013,325.0,30.0,0.9,738.8037
921047,97.0,30.0,0.5,4655.3975
921100,209.0,30.0,0.8,4213.497
921107,87.0,50.0,0.4,2707.0862
921136,145.0,30.0,0.8,4625.917
921152,80.0,40.0,0.5,2533.2898
921208,194.0,30.0,0.9,4345.651
921234,239.0,40.0,0.7,3141.8445
921255,139.0,40.0,0.9,3687.9805
921263,116.0,30.0,0.9,3397.7668
921314,111.0,40.0,0.1,2864.6611
921331,230.0,30.0,0.6,2955.2446
921448,157.0,20.0,0.9,1697.4001
921479,221.0,30.0,0.7,3246.0503
921496,192.0,30.0,0.8,3792.3293
921556,176.0,50.0,0.9,4596.274
921577,114.0,30.0,0.1,2397.4324
921591,114.0,30.0,0.8,4163.336
921597,244.0,40.0,0.9,5728.1035
921633,215.0,30.0,0.5,760.4667
921640,169.0,30.0,0.1,5377.333
921655,314.0,50.0,0.7,5909.1943
921662,100.0,30.0,0.5,2025.8048
921673,156.0,30.0,0.1,1453.5714
921690,231.0,20.0,0.8,3869.3684
921697,110.0,30.0,0.9,3859.8945
921706,178.0,40.0,0.8,4797.6
921713,123.0,40.0,0.8,1070.5822
921809,268.0,30.0,0.9,1897.4939
921830,310.0,30.0,0.4,1346.8806
921841,338.0,20.0,0.6,2413.4248
921903,155.0,30.0,0.8,5264.772
921905,89.0,40.0,0.7,2951.4453
921909,123.0,20.0,0.8,3753.9973
921921,200.0,30.0,0.4,4024.7952
921922,106.0,10.0,0.3,13620.699
921926,223.0,50.0,0.9,3060.8232
921946,106.0,40.0,0.9,3010.3584
921949,78.0,30.0,0.8,2633.7769
921968,221.0,40.0,0.9,7962.6074
921969,42.0,20.0,0.3,6320.6567
922006,139.0,40.0,0.7,2613.8438
922019,82.0,20.0,0.9,3797.8892
922020,123.0,20.0,0.8,4335.273
922040,84.0,30.0,0.4,5032.5635
922059,184.0,70.0,0.8,3615.868
922066,71.0,30.0,0.9,2787.3916
922120,29.0,30.0,0.9,2483.8977
922122,84.0,50.0,0.9,1482.406
922156,99.0,40.0,0.7,1640.6412
922185,219.0,40.0,0.7,2336.818
922191,61.0,40.0,0.3,3125.5405
922198,107.0,30.0,0.8,4135.2676
922215,119.0,30.0,0.8,4223.7637
922238,136.0,60.0,0.8,1665.0188
922273,94.0,40.0,0.9,3817.5183
922294,153.0,30.0,0.9,6018.763
922313,107.0,30.0,0.8,1409.5352
922324,63.0,30.0,0.9,3729.4187
922331,142.0,40.0,0.8,3580.3943
922338,201.0,40.0,0.9,4235.233
922360,211.0,50.0,0.4,1258.065
922410,214.0,40.0,0.9,2706.567
922441,248.0,50.0,0.1,6069.556
922463,211.0,40.0,0.9,2414.6174
922476,146.0,40.0,0.9,3323.85
922508,83.0,30.0,0.9,2013.9326
922520,84.0,20.0,0.1,5813.1577
922542,198.0,30.0,0.2,4627.0005
922554,57.0,20.0,0.8,3843.4333
922567,138.0,50.0,0.8,3254.3538
922577,108.0,30.0,0.6,1328.7593
922584,86.0,30.0,0.9,2931.0762
922644,112.0,40.0,0.8,2489.549
922655,226.0,30.0,0.8,5882.2437
922671,163.0,20.0,0.7,12011.593
922696,-33.0,30.0,0.1,627.97925
922724,27.0,10.0,0.9,3883.0251
922735,186.0,50.0,0.8,2626.6106
922748,72.0,20.0,0.1,3711.5645
922762,204.0,20.0,0.8,3904.617
922763,201.0,40.0,0.4,4107.244
922782,144.0,60.0,0.6,9217.574
922783,168.0,40.0,0.1,3933.8857
922817,303.0,30.0,0.2,6467.2
922836,161.0,20.0,0.8,2853.0195
922855,141.0,40.0,0.6,3456.1323
922864,279.0,40.0,0.4,3065.783
922873,108.0,20.0,0.7,4459.604
922878,47.0,20.0,0.3,2589.779
922882,98.0,20.0,0.4,757.27594
922892,157.0,40.0,0.6,6301.0
922895,240.0,30.0,0.9,3389.737
922907,61.0,40.0,0.2,3687.6033
922908,75.0,30.0,0.6,4458.732
922950,71.0,30.0,0.4,3647.287
922968,122.0,40.0,0.1,4386.6196
922969,97.0,30.0,0.6,6683.4263
922974,113.0,20.0,0.6,8272.748
922993,99.0,10.0,0.1,6524.323
923007,117.0,40.0,0.8,6008.0605
923038,106.0,30.0,0.8,3132.7188
923065,188.0,40.0,0.9,3210.309
923132,142.0,20.0,0.9,4051.9685
923133,38.0,30.0,0.1,3632.9595
923182,161.0,20.0,0.1,1883.2966
923218,131.0,40.0,0.6,3844.4285
923233,145.0,40.0,0.9,2546.4792
923270,105.0,30.0,0.6,5184.711
923275,115.0,30.0,0.4,3272.7751
923309,144.0,40.0,0.8,3883.5981
923325,111.0,20.0,0.6,5761.4946
923361,108.0,20.0,0.4,4441.055
923367,108.0,40.0,0.1,3360.974
923373,141.0,30.0,0.1,5405.261
923382,189.0,40.0,0.9,7955.9966
923390,69.0,40.0,0.9,4837.1846
923410,190.0,40.0,0.5,4543.6562
923415,125.0,20.0,0.6,3926.746
923431,191.0,20.0,0.4,5267.4453
923442,261.0,30.0,0.7,4059.633
923477,185.0,30.0,0.9,4374.735
923506,172.0,30.0,0.9,4008.6099
923550,94.0,40.0,0.5,6008.931
923551,83.0,40.0,0.1,3187.022
923562,97.0,40.0,0.8,3049.4937
923570,77.0,30.0,0.6,3951.4297
923580,64.0,40.0,0.8,4579.5864
923591,57.0,20.0,0.8,561.9954
923617,103.0,30.0,0.7,1628.2069
923624,65.0,20.0,0.7,2843.4192
923631,164.0,20.0,0.2,3380.3596
923632,122.0,40.0,0.9,2918.3076
923636,120.0,10.0,0.7,2803.33
923637,119.0,20.0,0.9,2841.162
923667,42.0,20.0,0.4,6175.521
923698,252.0,30.0,0.9,2901.0762
923725,275.0,30.0,0.8,4799.848
923729,103.0,40.0,0.9,3164.2498
923758,141.0,40.0,0.1,4181.4614
923765,152.0,40.0,0.9,3098.927
923775,106.0,20.0,0.8,4719.738
923789,116.0,40.0,0.7,2648.788
923802,264.0,40.0,0.9,6946.051
923825,74.0,20.0,0.3,3105.1416
923839,242.0,40.0,0.9,2233.574
923840,99.0,60.0,0.9,5558.1655
923845,175.0,30.0,0.9,11110.427
923880,41.0,30.0,0.8,3031.9836
923886,157.0,20.0,0.5,1500.1696
923905,332.0,40.0,0.4,724.52734
923954,153.0,50.0,0.9,5182.116
923973,108.0,40.0,0.4,3036.3013
923990,83.0,60.0,0.6,2283.3
924007,102.0,40.0,0.8,5494.342
924031,127.0,50.0,0.2,2726.2249
924058,90.0,70.0,0.7,5971.368
924072,222.0,30.0,0.8,1075.1022
924076,179.0,20.0,0.3,2667.5056
924081,165.0,20.0,0.8,1224.3754
924114,257.0,20.0,0.7,5623.534
924131,198.0,40.0,0.8,3569.2659
